entry_date,exit_date,entry_price,exit_price,pnl,return_pct
2024-04-19 04:00:00,2024-05-03 04:00:00,49.48,56.7,14591.754244139058,0.1459175424413906
2025-03-10 04:00:00,2025-03-24 04:00:00,59.81,66.13,10566.79485035946,0.1056679485035946
2025-04-04 04:00:00,2025-04-24 04:00:00,41.09,52.14,26892.18788026283,0.2689218788026283
2025-11-20 05:00:00,2025-12-22 05:00:00,46.45,54.25,16792.249730893425,0.16792249730893427
