entry_date,exit_date,entry_price,exit_price,pnl,return_pct
2016-11-03 04:00:00,2016-11-07 05:00:00,208.84,213.15,2063.7808848879536,0.020637808848879537
2018-02-05 05:00:00,2018-02-23 05:00:00,264.11,274.65,3990.7614251637438,0.039907614251637434
2018-03-23 04:00:00,2018-04-12 04:00:00,258.015,265.9003,3056.140146890696,0.03056140146890696
2018-10-10 04:00:00,2018-11-06 05:00:00,278.27,275.11,-1135.5877385273182,-0.011355877385273182
2018-12-19 05:00:00,2019-01-07 05:00:00,251.04,254.29,1294.6144040790311,0.012946144040790314
2019-08-05 04:00:00,2019-08-21 04:00:00,284.05,292.41,2943.143812709035,0.02943143812709035
2020-02-25 05:00:00,2020-04-06 04:00:00,312.59,264.74,-15307.591413672852,-0.15307591413672852
2022-01-21 05:00:00,2022-02-02 05:00:00,437.98,457.35,4422.576373350382,0.04422576373350382
2022-09-23 04:00:00,2022-10-18 04:00:00,367.95,371.13,864.2478597635567,0.008642478597635566
2023-10-27 04:00:00,2023-11-02 04:00:00,410.68,430.76,4889.451641180477,0.04889451641180477
